station,start_time,zr_hours,label,duration,lon,lat
ATL,2005-12-15 03:01,8.02,1,7.83,-84.4418,33.6301
GVL,2005-12-15 03:45,9.93,1,10.13,-83.8303,34.2719
AND,2005-12-15 04:18,8.65,1,9.88,-82.7094,34.4946
LQK,2005-12-15 04:31,8.3,1,8.02,-82.7029,34.81
CEU,2005-12-15 04:31,8.3,1,8.02,-82.8868,34.6719
AHN,2005-12-15 04:40,7.4,1,9.93,-83.3264,33.9486
GSP,2005-12-15 05:03,12.77,1,12.53,-82.2239,34.8847
GMU,2005-12-15 05:04,10.45,1,10.52,-82.3461,34.8461
AVL,2005-12-15 05:54,11.0,1,10.0,-82.5375,35.4319
AKH,2005-12-15 06:54,7.0,1,7.0,-81.1558,35.1967
CLT,2005-12-15 07:51,8.0,1,7.0,-80.9543,35.2226
HKY,2005-12-15 07:53,10.0,1,9.0,-81.3896,35.7412
PKB,2005-12-15 08:36,7.53,1,7.72,-81.4392,39.3451
GSO,2005-12-15 08:54,8.0,1,7.0,-79.9436,36.0975
EQY,2005-12-15 09:53,13.0,1,14.0,-80.6206,35.0169
INT,2005-12-15 09:54,8.0,1,9.0,-80.222,36.1337
ROA,2005-12-15 10:35,8.52,1,14.32,-79.9737,37.3172
DAN,2005-12-15 10:56,6.03,1,7.0,-79.3361,36.5729
BKW,2005-12-15 11:13,9.42,1,10.52,-81.1242,37.7873
LYH,2005-12-15 11:45,10.52,1,15.4,-79.2067,37.3208
GYH,2005-12-15 11:47,10.32,1,11.0,-82.3764,34.7583
BVI,2005-12-15 12:20,14.45,1,13.45,-80.3914,40.7725
PIT,2005-12-15 12:29,9.62,1,13.6,-80.2329,40.4915
LBE,2005-12-15 13:50,17.42,1,11.92,-79.4048,40.2759
JHW,2005-12-15 15:50,6.97,1,7.22,-79.258,42.1534
IAG,2005-12-15 16:53,7.0,1,6.0,-78.9462,43.1073
ROC,2005-12-15 19:54,9.0,1,9.0,-77.6767,43.1167
RSP,2005-12-15 20:04,8.07,1,11.12,-77.468,39.645
MPO,2005-12-15 20:15,12.2,1,32.63,-75.3794,41.1389
MRB,2005-12-15 20:44,7.72,1,7.73,-77.9847,39.4019
HGR,2005-12-15 21:03,7.2,1,7.0,-77.7297,39.7078
