station,start_time,zr_hours,label,duration,lon,lat
MDH,2008-03-04 00:59,6.47,1,10.3,-89.25,37.78
HUF,2008-03-04 03:38,6.55,1,16.97,-87.3076,39.4515
MIE,2008-03-04 05:07,8.05,1,21.35,-85.3958,40.2425
AOH,2008-03-04 06:15,10.53,1,22.63,-84.0267,40.7069
HZY,2008-03-04 06:41,10.9,1,21.65,-80.6955,41.778
EYE,2008-03-04 06:42,6.47,1,15.5,-86.2958,39.825
YNG,2008-03-04 07:51,14.0,1,20.0,-80.6739,41.2544
ERI,2008-03-04 07:51,12.08,1,27.0,-80.18,42.08
GKJ,2008-03-04 08:39,9.02,1,20.47,-80.2147,41.6265
MFD,2008-03-04 09:52,13.0,1,16.0,-82.52,40.82
BJJ,2008-03-04 10:33,11.77,1,15.7,-81.8882,40.8748
ELZ,2008-03-04 10:56,14.0,1,23.0,-77.99,42.11
BFD,2008-03-04 11:14,14.72,1,17.58,-78.6401,41.8031
CLE,2008-03-04 11:30,15.0,1,19.35,-81.8528,41.405
AKR,2008-03-04 12:04,6.88,1,12.08,-81.4669,41.0375
CAK,2008-03-04 12:31,14.15,1,19.8,-81.4422,40.9161
MNN,2008-03-04 12:53,13.0,1,17.0,-83.0635,40.6162
BGM,2008-03-04 13:53,10.0,1,13.0,-75.9797,42.2086
DAY,2008-03-04 17:35,7.83,1,10.22,-84.2186,39.9061
BKL,2008-03-04 17:58,6.87,1,13.53,-81.6833,41.5175
ELM,2008-03-04 18:53,7.0,1,9.0,-76.8994,42.1571
DKK,2008-03-04 22:53,6.0,1,11.0,-79.27199999999999,42.4933
