station,start_time,zr_hours,label,duration,lon,lat
IAD,1985-01-03 16:22,21.3,1,34.63,-77.4473,38.9348
HTS,1985-01-03 18:00,10.38,1,41.0,-82.555,38.365
ILG,1985-01-03 18:00,11.48,1,35.0,-75.6008,39.6728
ADW,1985-01-03 19:00,17.0,1,32.0,-76.867,38.8108
LYH,1985-01-03 19:30,9.58,1,20.33,-79.2067,37.3208
DCA,1985-01-03 20:26,12.35,1,12.57,-77.0346,38.8472
LEX,1985-01-03 20:43,10.28,1,11.28,-84.6058,38.0408
DOV,1985-01-04 00:00,11.0,1,19.0,-75.46600000000001,39.1295
ACY,1985-01-04 01:00,12.0,1,30.0,-74.5772,39.4576
DAA,1985-01-04 01:00,8.0,1,7.0,-77.181,38.715
LUK,1985-01-04 01:00,7.0,1,8.0,-84.4186,39.1033
CVG,1985-01-04 01:11,8.97,1,18.82,-84.6717,39.0431
PHL,1985-01-04 03:00,8.35,1,19.0,-75.2311,39.8683
BWI,1985-01-04 03:00,6.0,1,5.0,-76.6683,39.1754
WRI,1985-01-04 03:10,7.28,1,18.83,-74.5917,40.0156
NEL,1985-01-04 04:00,7.6,1,8.0,-74.3536,40.0334
AOO,1985-01-04 12:00,7.17,1,14.0,-78.32,40.2964
