station,start_time,end_time,zr_hours,label,duration
MWN,1988-11-02 05:00,1988-11-02 12:00,7.0,1,7.0
BIS,1988-11-03 14:00,1988-11-03 14:00,0.0,0,0.0
IWD,1988-11-05 02:00,1988-11-05 02:00,0.0,0,0.0
CKB,1988-11-07 01:34,1988-11-07 02:00,0.43,0,0.43
MIB,1988-11-15 03:00,1988-11-15 05:00,2.0,0,2.0
TVF,1988-11-15 12:00,1988-11-15 14:00,2.0,0,2.0
VTN,1988-11-15 13:00,1988-11-15 14:00,1.0,0,1.0
CMX,1988-11-15 17:00,1988-11-15 17:00,0.0,0,0.0
DTL,1988-11-15 19:00,1988-11-15 19:00,0.0,0,0.0
ATY,1988-11-15 19:19,1988-11-15 19:19,0.0,0,0.0
EAR,1988-11-15 20:00,1988-11-15 20:00,0.0,0,0.0
OLU,1988-11-15 23:00,1988-11-15 23:00,0.0,0,0.0
OTG,1988-11-16 00:00,1988-11-16 00:00,0.0,0,0.0
MML,1988-11-16 00:00,1988-11-16 00:00,0.0,0,0.0
ESC,1988-11-17 03:00,1988-11-17 03:00,0.0,0,0.0
HON,1988-11-18 08:08,1988-11-18 09:00,0.87,0,0.87
FSD,1988-11-18 10:00,1988-11-18 10:20,0.33,0,0.33
LEB,1988-11-20 09:00,1988-11-20 11:06,2.1,0,2.1
NHZ,1988-11-20 11:00,1988-11-20 11:00,0.0,0,0.0
MPV,1988-11-20 11:00,1988-11-20 13:00,1.2,0,2.0
MWN,1988-11-21 02:00,1988-11-21 02:00,0.0,0,0.0
MWN,1988-11-28 18:00,1988-11-28 18:00,0.0,0,0.0
FSD,1988-11-29 03:19,1988-11-29 04:00,0.68,0,0.68
SLK,1988-12-03 01:00,1988-12-03 01:00,0.0,0,0.0
SLK,1988-12-08 01:45,1988-12-08 01:45,0.0,0,0.0
MAF,1988-12-08 13:00,1988-12-08 13:00,0.0,0,0.0
ABI,1988-12-08 16:00,1988-12-09 05:00,2.7,0,13.0
SJT,1988-12-08 22:00,1988-12-09 04:00,1.35,0,6.0
MWL,1988-12-09 02:00,1988-12-09 02:00,0.0,0,0.0
SEP,1988-12-09 03:00,1988-12-09 03:00,0.0,0,0.0
MAF,1988-12-10 12:00,1988-12-10 12:00,0.0,0,0.0
RDR,1988-12-12 12:00,1988-12-12 12:00,0.0,0,0.0
MBG,1988-12-12 12:00,1988-12-12 12:00,0.0,0,0.0
ABR,1988-12-12 13:25,1988-12-12 13:25,0.0,0,0.0
INL,1988-12-12 19:00,1988-12-12 19:00,0.0,0,0.0
SVN,1988-12-13 00:15,1988-12-13 02:20,1.75,0,2.08
SAV,1988-12-13 00:18,1988-12-13 01:00,0.7,0,0.7
LHW,1988-12-13 00:25,1988-12-13 01:00,0.58,0,0.58
NBC,1988-12-13 02:06,1988-12-13 02:06,0.0,0,0.0
CHS,1988-12-13 03:13,1988-12-13 03:13,0.0,0,0.0
RST,1988-12-13 06:00,1988-12-13 06:00,0.0,0,0.0
CMH,1988-12-13 14:00,1988-12-13 14:24,0.4,0,0.4
ISN,1988-12-13 14:00,1988-12-13 14:00,0.0,0,0.0
NHZ,1988-12-15 04:00,1988-12-15 05:00,1.0,0,1.0
EAU,1988-12-20 06:00,1988-12-20 06:00,0.0,0,0.0
SAW,1988-12-20 08:00,1988-12-20 09:00,1.0,0,1.0
SLK,1988-12-20 10:50,1988-12-20 10:50,0.0,0,0.0
LEB,1988-12-20 11:00,1988-12-20 12:00,0.22,0,1.0
MSS,1988-12-20 11:00,1988-12-20 11:00,0.0,0,0.0
PBG,1988-12-20 12:00,1988-12-20 13:00,1.0,0,1.0
MPV,1988-12-20 12:00,1988-12-20 13:00,0.17,0,1.0
PWM,1988-12-20 12:55,1988-12-20 14:00,0.5,0,1.08
AUG,1988-12-20 15:00,1988-12-20 16:00,1.0,0,1.0
ATW,1988-12-21 01:00,1988-12-21 02:00,1.0,0,1.0
APN,1988-12-21 03:00,1988-12-21 03:00,0.0,0,0.0
STC,1988-12-22 12:00,1988-12-22 12:00,0.0,0,0.0
VTN,1988-12-22 13:00,1988-12-22 13:00,0.0,0,0.0
ALO,1988-12-22 14:00,1988-12-22 15:00,0.65,0,1.0
CID,1988-12-22 16:00,1988-12-22 17:00,0.42,0,1.0
TVF,1988-12-22 17:00,1988-12-22 17:00,0.0,0,0.0
DBQ,1988-12-22 17:00,1988-12-22 20:00,0.45,0,3.0
CMX,1988-12-22 22:00,1988-12-23 01:00,1.4,0,3.0
AUW,1988-12-22 23:00,1988-12-22 23:00,0.0,0,0.0
JXN,1988-12-23 00:00,1988-12-23 00:00,0.0,0,0.0
LAN,1988-12-23 00:00,1988-12-23 00:00,0.0,0,0.0
HTL,1988-12-23 01:00,1988-12-23 03:00,1.12,0,2.0
MTC,1988-12-23 01:00,1988-12-23 01:00,0.0,0,0.0
FNT,1988-12-23 01:00,1988-12-23 02:00,1.0,0,1.0
SAW,1988-12-23 02:00,1988-12-23 04:00,2.0,0,2.0
IMT,1988-12-23 02:00,1988-12-23 02:00,0.0,0,0.0
IKW,1988-12-23 02:00,1988-12-23 03:00,1.0,0,1.0
MBS,1988-12-23 02:00,1988-12-23 03:00,1.0,0,1.0
ESC,1988-12-23 03:00,1988-12-23 04:00,1.0,0,1.0
PLN,1988-12-23 03:00,1988-12-23 04:00,0.25,0,1.0
TVC,1988-12-23 03:00,1988-12-23 04:00,1.0,0,1.0
APN,1988-12-23 06:00,1988-12-23 06:00,0.0,0,0.0
IAG,1988-12-23 07:00,1988-12-23 07:00,0.0,0,0.0
ROC,1988-12-23 10:00,1988-12-23 10:00,0.0,0,0.0
UNV,1988-12-23 11:00,1988-12-24 14:00,6.77,1,27.0
PSB,1988-12-23 11:00,1988-12-24 14:00,6.77,1,27.0
BFD,1988-12-23 11:00,1988-12-23 14:00,3.0,0,3.0
AOO,1988-12-23 11:20,1988-12-23 12:00,0.67,0,0.67
JST,1988-12-23 11:27,1988-12-23 12:09,0.7,0,0.7
SYR,1988-12-23 12:00,1988-12-23 14:00,0.43,0,2.0
ELM,1988-12-23 12:00,1988-12-23 14:00,1.33,0,2.0
JHW,1988-12-23 12:00,1988-12-23 12:00,0.0,0,0.0
CXY,1988-12-23 12:57,1988-12-23 15:00,1.3,0,2.05
ITH,1988-12-23 13:00,1988-12-23 13:00,0.0,0,0.0
MUI,1988-12-23 13:00,1988-12-23 13:10,0.17,0,0.17
BGM,1988-12-23 13:00,1988-12-24 15:00,0.9,0,26.0
ABE,1988-12-23 13:00,1988-12-23 14:09,0.47,0,1.15
