station,start_time,zr_hours,label,duration,lon,lat
HUF,2005-12-14 14:45,7.02,1,7.13,-87.3076,39.4515
ATL,2005-12-15 03:01,7.83,1,7.83,-84.4418,33.6301
GVL,2005-12-15 03:45,9.48,1,10.13,-83.8303,34.2719
AND,2005-12-15 04:18,8.47,1,9.88,-82.7094,34.4946
CEU,2005-12-15 04:31,7.93,1,8.02,-82.8868,34.6719
LQK,2005-12-15 04:31,7.93,1,8.02,-82.7029,34.81
AHN,2005-12-15 04:40,7.15,1,9.93,-83.3264,33.9486
GSP,2005-12-15 05:03,12.53,1,12.53,-82.2239,34.8847
GMU,2005-12-15 05:04,10.32,1,10.52,-82.3461,34.8461
AVL,2005-12-15 05:54,10.0,1,10.0,-82.5375,35.4319
AKH,2005-12-15 06:54,6.0,1,7.0,-81.1558,35.1967
CLT,2005-12-15 07:51,7.0,1,7.0,-80.9543,35.2226
HKY,2005-12-15 07:53,9.0,1,9.0,-81.3896,35.7412
PKB,2005-12-15 08:36,7.33,1,7.72,-81.4392,39.3451
GSO,2005-12-15 08:54,7.0,1,7.0,-79.9436,36.0975
EQY,2005-12-15 09:53,12.0,1,14.0,-80.6206,35.0169
INT,2005-12-15 09:54,7.0,1,9.0,-80.222,36.1337
ROA,2005-12-15 10:35,7.52,1,14.32,-79.9737,37.3172
BKW,2005-12-15 11:13,9.3,1,10.52,-81.1242,37.7873
LYH,2005-12-15 11:45,10.37,1,15.4,-79.2067,37.3208
GYH,2005-12-15 11:47,9.27,1,11.0,-82.3764,34.7583
PIT,2005-12-15 12:29,8.85,1,13.6,-80.2329,40.4915
LBE,2005-12-15 13:50,8.0,1,11.92,-79.4048,40.2759
JHW,2005-12-15 15:50,6.1,1,7.22,-79.258,42.1534
IAG,2005-12-15 16:53,6.0,1,6.0,-78.9462,43.1073
ROC,2005-12-15 19:54,8.0,1,9.0,-77.6767,43.1167
RSP,2005-12-15 20:04,7.65,1,11.12,-77.468,39.645
MPO,2005-12-15 20:15,11.48,1,32.63,-75.3794,41.1389
MRB,2005-12-15 20:44,7.3,1,7.73,-77.9847,39.4019
HGR,2005-12-15 21:03,6.93,1,7.0,-77.7297,39.7078
CDW,2005-12-15 23:41,6.77,1,6.87,-74.2831,40.8764
SYR,2005-12-15 23:54,7.0,1,8.0,-76.1063,43.1112
GTB,2005-12-16 00:55,7.0,1,7.0,-75.7195,44.0556
DXR,2005-12-16 02:53,11.35,1,12.32,-73.48,41.37
