station,start_time,zr_hours,label,duration,lon,lat
AZO,1997-03-13 21:45,13.08,1,13.08,-85.5519,42.2347
FWA,1997-03-13 23:56,6.0,1,6.0,-85.1871,40.978
JXN,1997-03-14 00:50,9.95,1,9.95,-84.4594,42.2598
TOL,1997-03-14 00:51,6.0,1,6.0,-83.8014,41.5886
DTW,1997-03-14 00:54,8.0,1,8.0,-83.33,42.23
LAN,1997-03-14 00:55,11.0,1,12.0,-84.58,42.78
MTC,1997-03-14 01:47,7.13,1,7.13,-82.8355,42.6083
FNT,1997-03-14 01:54,11.0,1,17.0,-83.7494,42.9667
MKE,1997-03-14 01:56,6.0,1,6.0,-87.8967,42.9472
JST,1997-03-14 02:45,10.03,1,10.03,-78.8339,40.3161
