station,start_time,zr_hours,label,duration,lon,lat
GRK,2015-02-27 20:58,7.0,1,7.0,-97.83,31.07
HLR,2015-02-27 21:21,6.42,1,28.58,-97.7145,31.1387
ACT,2015-02-27 22:51,6.87,1,18.0,-97.2283,31.618000000000002
BMQ,2015-02-27 23:14,6.12,1,31.38,-98.2386,30.7389
AFW,2015-02-28 00:53,10.1,1,28.0,-97.3179,32.9716
DAL,2015-02-28 04:01,9.02,1,25.87,-96.8518,32.8471
GKY,2015-02-28 04:09,9.77,1,31.33,-97.0943,32.6639
DFW,2015-02-28 04:53,9.72,1,26.0,-97.038,32.8968
NFW,2015-02-28 04:58,6.23,1,19.22,-97.4365,32.781
FTW,2015-02-28 05:04,9.4,1,29.82,-97.3624,32.8198
RBD,2015-02-28 05:04,8.9,1,30.0,-96.87,32.68
DTO,2015-02-28 07:50,10.95,1,28.05,-97.2006,33.205
TKI,2015-02-28 09:26,6.68,1,20.45,-96.59,33.18
