station,start_time,zr_hours,label,duration,lon,lat
CYCK,2017-02-07 05:59,6.75,1,28.2,-82.0817,42.3062
BDL,2017-02-07 12:38,6.83,1,21.2,-72.6825,41.9381
ORH,2017-02-07 14:35,17.95,1,20.92,-71.8757,42.2673
BAF,2017-02-07 14:53,9.68,1,19.47,-72.7161,42.1578
CYKZ,2017-02-07 15:00,10.23,1,11.0,-79.3667,43.8667
PSF,2017-02-07 15:39,7.87,1,16.93,-73.2892,42.4272
ALB,2017-02-07 15:42,7.63,1,7.47,-73.8036,42.7576
CYYZ,2017-02-07 16:17,9.42,1,9.72,-79.6306,43.6772
DDH,2017-02-07 17:39,7.95,1,10.93,-73.2486,42.8935
CYVV,2017-02-07 17:39,7.55,1,7.35,-81.1072,44.7458
CYBN,2017-02-07 18:09,6.75,1,5.85,-79.9219,44.2704
CYGK,2017-02-07 18:39,7.65,1,7.35,-76.5969,44.2253
ORE,2017-02-07 18:50,6.63,1,15.53,-72.2886,42.5701
GFL,2017-02-07 19:20,8.65,1,9.3,-73.6103,43.3412
BTV,2017-02-07 22:20,6.23,1,8.58,-73.15,44.47
